"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00093721","2005-12","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","3.1",",X","734.5","0","0.0",",0","10",",0","7",",0","1",",0","5",",0","3",",0","0",",0","28",",0","2",",0","0",",0","0",",0","12","","5","","","","-9.4",",0,14,","51",",,0,09,","56",",,0,09,","31.2",",,0,15,","14.4",",0,24,","959.2","0","534.5",",0","99.0",",,,0","","","","","","","","","153",",,,0","1.09",",0","5.73",",,,0","-3.55",",,,0","","","","","280",",X","280",",X","","","","","","","13.0",",X","16.1",",X","","","",""
"USW00093721","2006-01","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","-1.16",",,,W","1016.0",",,,W","1010.1",",,,W","2.92",",,,W","3.4",",W","0.0","0","0.0",",0","10",",0","8",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","0",",0","0",",0","18","","5","","3","","-6.1",",0,27,+","0",",,0,31,+","0",",T,0,25,+","20.1",",,0,23,+","17.8",",0,21,","1363.4","0","404.2",",0","88.5",",,,0","","","66",",,,W","49",",,,W","86",",,,W","0",",T,,0","5.29",",0","10.66",",,,0","-0.07",",,,0","","","","","310",",X","290",",X","","","","","","","17.0",",X","21.9",",X","","","",""
"USW00093721","2006-02","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","-6.05",",,,W","1016.5",",,,W","1010.6",",,,W","-0.47",",,,W","3.6",",W","0.0","0","0.0",",0","6",",0","4",",0","0",",0","5",",0","2",",0","0",",0","22",",0","1",",0","0",",0","0",",0","10","","4","","1","","-11.1",",0,19,","178",",,0,12,","244",",,0,12,","23.4",",,0,04,","18.9",",0,16,","1813.1","0","449.7",",0","67.0",",,,0","","","57",",,,W","37",",,,W","79",",,,W","333",",,,0","2.27",",0","7.60",",,,0","-3.06",",,,0","","","","","300",",X","310",",X","","","","","","","16.1",",X","20.1",",X","","","",""
"USW00093721","2006-03","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","-3.55",",,,W","1016.8",",,,W","1011.0",",,,W","3.40",",,,W","3.8",",W","1.4","0","1.4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","6",",0","0",",0","3","","","","","","-4.4",",0,08,","0",",,0,31,+","0",",T,0,21,+","4.1",",,0,02,","28.9",",0,13,","2148.7","0","335.6",",0","4.6",",,,0","","","47",",,,W","30",",,,W","69",",,,W","0",",T,,0","7.55",",0","13.76",",,,0","1.35",",,,0","","","","","280",",X","310",",X","","","","","","","16.5",",X","21.0",",X","","","",""
"USW00093721","2006-04","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","4.47",",,,W","1014.3",",,,W","1008.6",",,,W","9.50",",,,W","3.3",",W","5.9","0","4.5",",0","12",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","9","","1","","4","","0.6",",0,10,","0",",,0,30,+","0",",T,0,05,+","18.5",",,0,08,","28.3",",0,20,","2279.3","0","130.6",",0","83.2",",,,0","","","56",",,,W","35",",,,W","84",",,,W","0",",T,,0","14.13",",0","20.61",",,,0","7.66",",,,0","","","","","280",",X","280",",X","","","","","","","17.4",",X","20.6",",X","","","",""
"USW00093721","2006-05","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","8.99",",,,W","1011.7",",,,W","1006.0",",,,W","13.11",",,,W","3.1",",W","45.9","0","40.0",",0","10",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","2",",0","13","","1","","1","","3.3",",0,01,","0",",,0,31,+","0",",,0,31,+","26.7",",,0,11,","35.0",",0,30,","2347.8","0","68.5",",0","40.8",",,,0","","","60",",,,W","38",",,,W","87",",,,W","0",",,,0","17.41",",0","23.89",",,,0","10.93",",,,0","","","","","280",",X","280",",X","","","","","","","13.4",",X","18.3",",X","","","",""
"USW00093721","2006-06","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","15.56",",,,W","1014.1",",,,W","1008.5",",,,W","18.43",",,,W","2.8",",W","182.8","0","136.9",",0","15",",0","11",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","18","","","","13","","9.4",",0,11,","0",",,0,30,+","0",",,0,30,+","69.9",",,0,25,","35.0",",0,18,","2350.3","0","2.5",",0","186.1",",,,0","","","67",",,,W","44",",,,W","92",",,,W","0",",,,0","22.81",",0","28.70",",,,0","16.92",",,,0","","","","","260",",X","290",",X","","","","","","","10.7",",X","13.4",",X","","","",""
"USW00093721","2006-07","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","19.65",",,,W","1015.7",",,,W","1010.2",",,,W","21.90",",,,W","2.6",",W","438.1","0","255.3",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","20","","","","6","","13.9",",0,07,","0",",,0,31,+","0",",,0,31,+","26.2",",,0,05,","37.2",",0,18,","0.0","0","0.0",",0","47.4",",,,0","","","68",",,,W","45",",,,W","91",",,,W","0",",,,0","26.57",",0","32.31",",,,0","20.83",",,,0","","","","","280",",X","290",",X","","","","","","","13.9",",X","19.2",",X","","","",""
"USW00093721","2006-08","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","17.54",",,,W","1015.4",",,,W","1009.8",",,,W","20.48",",,,W","2.9",",W","669.4","0","231.3",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","13",",0","9","","","","1","","12.8",",0,13,","0",",,0,31,+","0",",,0,31,+","24.1",",,0,07,","37.8",",0,03,+","0.0","0","0.0",",0","36.9",",,,0","","","62",",,,W","40",",,,W","87",",,,W","0",",,,0","25.79",",0","31.53",",,,0","20.06",",,,0","","","","","320",",X","330",",X","","","","","","","11.6",",X","16.5",",X","","","",""
"USW00093721","2006-09","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","14.13",",,,W","1015.7",",,,W","1010.0",",,,W","16.04",",,,W","2.5",",W","708.0","0","38.6",",0","10",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","19","","","","1","","5.6",",0,30,","0",",,0,30,+","0",",,0,30,+","54.9",",,0,01,","28.9",",0,09,","31.1","0","31.1",",0","192.1",",,,0","","","77",",,,W","56",",,,W","95",",,,W","0",",,,0","18.58",",0","23.46",",,,0","13.71",",,,0","","","","","40",",X","30",",X","","","","","","","14.3",",X","19.2",",X","","","",""
"USW00093721","2006-10","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","7.23",",,,W","1015.5",",,,W","1009.6",",,,W","10.13",",,,W","2.9",",W","716.1","0","8.1",",0","10",",0","8",",0","2",",0","0",",0","0",",0","0",",0","3",",0","0",",0","11",",0","0",",0","17","","","","1","","0.0",",0,15,+","0",",,0,31,+","0",",,0,31,+","34.5",",,0,28,","27.8",",0,04,","209.0","0","177.9",",0","146.1",",,,0","","","71",",,,W","48",",,,W","92",",,,W","0",",,,0","12.85",",0","18.54",",,,0","7.17",",,,0","","","","","270",",X","260",",X","","","","","","","15.6",",X","21.0",",X","","","",""
"USW00093721","2006-11","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","4.74",",,,W","1018.9",",,,W","1013.1",",,,W","7.49",",,,W","2.5",",W","716.1","0","0.0",",0","8",",0","8",",0","3",",0","0",",0","0",",0","0",",0","6",",0","0",",0","5",",0","0",",0","18","","4","","1","","-3.3",",0,04,","0",",,0,30,+","0",",,0,30,+","59.7",",,0,16,","25.0",",0,11,","465.5","0","256.5",",0","158.6",",,,0","","","74",",,,W","54",",,,W","90",",,,W","0",",,,0","9.78",",0","14.77",",,,0","4.80",",,,0","","","","","150",",X","150",",X","","","","","","","12.5",",X","20.1",",X","","","",""
"USW00093721","2006-12","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","-0.77",",,,W","1022.9",",,,W","1016.9",",,,W","3.34",",,,W","2.5",",W","716.1","0","0.0",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","2",",0","0",",0","14","","6","","","","-7.8",",0,09,","0",",,0,31,+","0",",T,0,05,","23.6",",,0,22,","23.9",",0,01,","854.6","0","389.1",",0","47.8",",,,0","","","65",",,,W","45",",,,W","84",",,,W","0",",T,,0","5.78",",0","11.40",",,,0","0.16",",,,0","","","","","310",",X","310",",X","","","","","","","15.6",",X","19.7",",X","","","",""
"USW00093721","2007-01","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","-2.85",",,,W","1019.0","1,,,W","1013.2","1,,,W","1.46",",,,W","3.1",",W","0.0","0","0.0",",0","10",",0","5",",0","1",",0","2",",0","0",",0","0",",0","22",",0","3",",0","1",",0","0",",0","14","","1","","","","-10.0",",0,26,","25",",,0,22,+","23",",,0,21,","27.2",",,0,01,","21.7",",0,06,","1307.4","0","452.8",",0","63.2",",,,0","","","64",",,,W","45",",,,W","85",",,,W","23",",,,0","3.73",",0","8.55",",,,0","-1.10",",,,0","","","","","300",",X","290",",X","","","","","","","13.4",",X","22.8",",X","","","",""
"USW00093721","2007-02","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","-10.06",",,,W","1016.3",",,,W","1010.4",",,,W","-3.93",",,,W","3.9",",W","0.0","0","0.0",",0","7",",0","4",",0","1",",0","8",",0","4",",0","0",",0","28",",0","7",",0","0",",0","0",",0","11","","1","","","","-13.3",",0,06,","51",",,0,25,","109",",,0,25,","25.9",",,0,14,","12.8",",0,22,","1866.5","0","559.1",",0","51.9",",,,0","","","56",",,,W","37",",,,W","76",",,,W","216",",,,0","-1.64",",0","2.66",",,,0","-5.93",",,,0","","","","","300",",X","280",",X","","","","","","","17.0",",X","23.7",",X","","","",""
"USW00093721","2007-03","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","-1.72",",,,W","1021.2",",,,W","1015.4",",,,W","3.90",",,,W","3.6",",W","0.5","0","0.5",",0","10",",0","7",",0","1",",0","2",",0","0",",0","0",",0","16",",0","2",",0","7",",0","0",",0","12","","1","","1","","-10.0",",0,08,","25",",,0,16,+","20",",,0,07,","54.4",",,0,16,","28.3",",0,14,","2209.1","0","342.6",",0","105.9",",,,0","","","56",",,,W","34",",,,W","79",",,,W","35",",,,0","7.30",",0","13.58",",,,0","1.01",",,,0","","","","","280",",X","280",",X","","","","","","","16.5",",X","20.6",",X","","","",""
"USW00093721","2007-04","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2.10",",,,W","1012.5",",,,W","1006.8",",,,W","6.93",",,,W","3.9",",W","5.2","0","4.7",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","7",",0","0",",0","9",",0","0",",0","11","","","","4","","-3.3",",0,09,","0",",,0,30,+","5",",,0,07,","64.0",",,0,15,","29.4",",0,23,","2440.0","0","230.9",",0","127.0",",,,0","","","58",",,,W","40",",,,W","83",",,,W","5",",,,0","10.79",",0","16.28",",,,0","5.31",",,,0","","","","","280",",X","280",",X","","","","","","","17.0",",X","23.7",",X","","","",""
"USW00093721","2007-05","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","9.60",",,,W","1019.9","2,,,W","1014.2","2,,,W","13.86",",,,W","2.6",",W","66.5","0","61.3",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","3",",0","12","","1","","3","","2.2",",0,08,","0",",,0,31,+","0",",,0,31,+","13.2",",,0,16,","33.3",",0,26,","2493.2","0","53.2",",0","24.0",",,,0","","","58",",,,W","35",",,,W","87",",,,W","0",",,,0","18.59",",0","25.59",",,,0","11.60",",,,0","","","","","280",",X","280",",X","","","","","","","16.1",",X","21.5",",X","","","",""
"USW00093721","2007-06","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","15.67",",,,W","1014.4",",,,W","1008.9",",,,W","18.52",",,,W","2.4",",W","212.6","0","146.1",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","7",",0","16","","","","8","","10.0",",0,23,","0",",,0,30,+","0",",,0,30,+","30.0",",,0,03,","36.1",",0,27,","2494.1","0","0.9",",0","56.0",",,,0","","","65",",,,W","42",",,,W","89",",,,W","0",",,,0","23.18",",0","29.03",",,,0","17.32",",,,0","","","","","310",",X","310",",X","","","","","","","15.6",",X","26.8",",X","","","",""
"USW00093721","2007-07","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","15.88",",,,W","1014.5",",,,W","1008.9",",,,W","19.40",",,,W","2.3",",W","417.5","0","204.9",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","13","","1","","7","","12.2",",0,03,","0",",,0,31,+","0",",,0,31,+","46.7",",,0,10,","36.1",",0,09,","0.0","0","0.0",",0","84.0",",,,0","","","60",",,,W","38",",,,W","84",",,,W","0",",,,0","24.94",",0","30.82",",,,0","19.06",",,,0","","","","","220",",X","200",",X","","","","","","","14.8",",X","21.0",",X","","","",""
"USW00093721","2007-08","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","17.83",",,,W","1015.2",",,,W","1009.6",",,,W","20.48",",,,W","2.2",",W","632.0","0","214.5",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","16",",0","18","","1","","3","","15.6",",0,14,","0",",,0,31,+","0",",,0,31,+","19.6",",,0,20,","38.9",",0,08,","0.0","0","0.0",",0","78.2",",,,0","","","67",",,,W","45",",,,W","89",",,,W","0",",,,0","25.25",",0","30.92",",,,0","19.59",",,,0","","","","","330",",X","330",",X","","","","","","","13.9",",X","18.3",",X","","","",""
"USW00093721","2007-09","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","13.74",",,,W","1020.1",",,,W","1014.3",",,,W","17.00",",,,W","1.9",",W","740.2","0","108.2",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","6",",0","11","","","","","","6.7",",0,16,","0",",,0,30,+","0",",,0,30,+","3.6",",,0,10,","33.9",",0,26,","15.5","0","15.5",",0","8.9",",,,0","","","64",",,,W","39",",,,W","89",",,,W","0",",,,0","21.42",",0","28.14",",,,0","14.71",",,,0","","","","","280",",X","300","1,X","","","","","","","10.7",",X","13.4","1,X","","","",""
"USW00093721","2007-10","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","11.44",",,,W","1018.6",",,,W","1012.9",",,,W","14.18",",,,W","2.3",",W","793.2","0","53.0",",0","8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","3",",0","19","","3","","1","","1.1",",0,30,+","0",",,0,31,+","0",",,0,31,+","63.2",",,0,26,","34.4",",0,09,","96.3","0","80.8",",0","148.6",",,,0","","","70",",,,W","45",",,,W","92",",,,W","0",",,,0","17.44",",0","23.83",",,,0","11.04",",,,0","","","","","300",",X","300",",X","","","","","","","13.4",",X","17.4",",X","","","",""
"USW00093721","2007-11","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1.15",",,,W","1019.1",",,,W","1013.2",",,,W","5.06",",,,W","2.6",",W","793.2","0","0.0",",0","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","3",",0","0",",0","14","","2","","","","-5.6",",0,24,","0",",,0,30,+","0",",T,0,09,","17.3",",,0,15,","23.3",",0,22,","410.3","0","314.0",",0","38.7",",,,0","","","66",",,,W","46",",,,W","85",",,,W","0",",T,,0","7.87",",0","13.13",",,,0","2.60",",,,0","","","","","280",",X","260",",X","","","","","","","13.9",",X","17.9",",X","","","",""
"USW00093721","2007-12","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","-1.54",",,,W","1020.6",",,,W","1014.6",",,,W","1.54",",,,W","2.8",",W","793.2","0","0.0",",0","16",",0","10",",0","0",",0","3",",0","1",",0","0",",0","18",",0","2",",0","0",",0","0",",0","22","","4","","","","-10.0",",0,07,","76",",,0,07,+","119",",,0,05,","23.6",",,0,16,","17.2",",0,23,","878.7","0","468.4",",0","102.5",",,,0","","","73",",,,W","54",",,,W","91",",,,W","122",",,,0","3.22",",0","7.22",",,,0","-0.77",",,,0","","","","","280",",X","290","1,X","","","","","","","19.2",",X","27.3","1,X","","","",""
"USW00093721","2008-01","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","-5.58",",,,W","1021.2",",,,W","1015.2",",,,W","-0.53",",,,W","2.8",",W","0.0","0","0.0",",0","11",",0","4",",0","0",",0","1",",0","1",",0","0",",0","24",",0","2",",0","2",",0","0",",0","12","","2","","","","-13.3",",0,21,","51",",,0,17,","61",",,0,17,","19.6",",,0,17,","21.1",",0,08,+","1388.3","0","509.6",",0","37.5",",,,0","","","60",",,,W","40",",,,W","82",",,,W","61",",,,0","1.89",",0","6.96",",,,0","-3.17",",,,0","","","","","280",",X","290","2,X","","","","","","","17.0",",X","21.9","2,X","","","",""
"USW00093721","2008-02","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","-3.53",",,,W","1016.6",",,,W","1010.7",",,,W","0.61",",,,W","3.2",",W","0.0","0","0.0",",0","8",",0","5",",0","2",",0","1",",0","0",",0","0",",0","22",",0","3",",0","2",",0","0",",0","15","","1","","1","","-10.6",",0,11,","25",",,0,21,","18",",,0,20,","45.7",",,0,01,","22.2",",0,06,","1838.6","0","450.3",",0","96.6",",,,0","","","65",",,,W","47",",,,W","84",",,,W","33",",,,0","2.81",",0","8.37",",,,0","-2.76",",,,0","","","","","280",",X","280",",X","","","","","","","17.4",",X","24.1",",X","","","",""
"USW00093721","2008-03","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","-1.56",",,,W","1018.0",",,,W","1012.0",",,,W","3.96",",,,W","3.5",",W","0.0","0","0.0",",0","13",",0","6",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","2",",0","0",",0","13","","1","","","","-5.0",",0,02,","0",",,0,31,+","0",",,0,31,+","19.8",",,0,07,","21.7",",0,04,","2183.7","0","345.1",",0","60.2",",,,0","","","56",",,,W","37",",,,W","79",",,,W","0",",,,0","7.20",",0","13.05",",,,0","1.35",",,,0","","","","","270",",X","270",",X","","","","","","","16.5",",X","21.9",",X","","","",""
"USW00093721","2008-04","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","5.89",",,,W","1017.9",",,,W","1012.2",",,,W","9.80",",,,W","3.1",",W","2.6","0","2.6",",0","13",",0","9",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","13",",0","0",",0","19","","3","","4","","-1.1",",0,03,","0",",,0,30,+","0",",,0,30,+","33.5",",,0,21,","29.4",",0,18,","2339.6","0","155.9",",0","117.2",",,,0","","","65",",,,W","46",",,,W","88",",,,W","0",",,,0","13.22",",0","18.76",",,,0","7.69",",,,0","","","","","310",",X","310",",X","","","","","","","13.4",",X","19.7",",X","","","",""
"USW00093721","2008-05","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","9.03",",,,W","1011.0",",,,W","1005.4",",,,W","12.46",",,,W","3.0",",W","20.3","0","17.7",",0","11",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","16","","","","4","","3.3",",0,01,","0",",,0,31,+","0",",,0,31,+","55.9",",,0,12,","29.4",",0,26,","2435.6","0","96.0",",0","197.4",",,,0","","","65",",,,W","44",",,,W","89",",,,W","0",",,,0","15.81",",0","22.19",",,,0","9.43",",,,0","","","","","310",",Z","320",",Z","","","","","","","14.8",",Z","18.3",",Z","","","",""
"USW00093721","2008-06","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","16.27",",,,W","1013.9",",,,W","1008.5",",,,W","19.15",",,,W","2.4",",W","191.8","0","171.5",",0","10",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","18","","","","11","","11.1",",0,18,","0",",,0,30,+","0",",,0,30,+","21.6",",,0,27,","35.6",",0,10,","2435.6","0","0.0",",0","94.0",",,,0","","","64",",,,W","41",",,,W","89",",,,W","0",",,,0","24.05",",0","30.32",",,,0","17.78",",,,0","","","","","270",",X","270",",X","","","","","","","19.7",",X","24.6",",X","","","",""
"USW00093721","2008-07","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","18.01",",,,W","1014.3","1,,,W","1008.7","1,,,W","20.61",",,,W","2.1",",W","406.6","0","214.8",",0","11",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","22","","1","","8","","15.0",",0,25,","0",",,0,31,+","0",",,0,31,+","61.5",",,0,23,","34.4",",0,20,","0.0","0","0.0",",0","138.8",",,,0","","","66",",,,W","44",",,,W","90",",,,W","0",",,,0","25.26",",0","30.95",",,,0","19.58",",,,0","","","","","160",",X","160",",X","","","","","","","10.7",",X","14.3",",X","","","",""
"USW00093721","2008-08","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","15.13",",,,W","1014.3",",,,W","1008.6",",,,W","18.29",",,,W","2.2",",W","554.6","0","148.0",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","17","","","","5","","12.8",",0,27,","0",",,0,31,+","0",",,0,31,+","16.8",",,0,29,","33.9",",0,19,","0.0","0","0.0",",0","37.7",",,,0","","","63",",,,W","41",",,,W","88",",,,W","0",",,,0","23.11",",0","29.15",",,,0","17.06",",,,0","","","","","270",",X","270",",X","","","","","","","10.3",",X","13.4",",X","","","",""
"USW00093721","2008-09","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","14.85",",,,W","1018.8",",,,W","1013.2",",,,W","17.33",",,,W","2.5",",W","639.6","0","85.0",",0","9",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","4",",0","16","","1","","4","","9.4",",0,21,","0",",,0,30,+","0",",,0,30,+","90.7",",,0,27,","33.9",",0,04,+","11.7","0","11.7",",0","183.3",",,,0","","","70",",,,W","51",",,,W","90",",,,W","0",",,,0","20.78",",0","26.08",",,,0","15.48",",,,0","","","","","60",",X","60",",X","","","","","","","14.8",",X","18.3",",X","","","",""
"USW00093721","2008-10","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","5.99",",,,W","1021.2",",,,W","1015.3",",,,W","9.37",",,,W","2.5",",W","649.4","0","9.8",",0","4",",0","4",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","11",",0","0",",0","12","","2","","1","","-0.6",",0,31,","0",",,0,31,+","0",",,0,31,+","18.3",",,0,25,","27.8",",0,15,+","184.5","0","172.8",",0","32.2",",,,0","","","66",",,,W","42",",,,W","89",",,,W","0",",,,0","13.07",",0","19.15",",,,0","7.00",",,,0","","","","","280",",X","270","1,X","","","","","","","15.6",",X","21.5","1,X","","","",""
"USW00093721","2008-11","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","0.77",",,,W","1017.7",",,,W","1012.0",",,,W","4.63",",,,W","2.9",",W","649.4","0","0.0",",0","11",",0","5",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","3",",0","0",",0","12","","4","","1","","-6.1",",0,24,","0",",T,0,21,","0",",T,0,25,+","20.3",",,0,13,","23.3",",0,01,","511.7","0","327.2",",0","66.5",",,,0","","","66",",,,W","48",",,,W","84",",,,W","0",",T,,0","7.43",",0","11.96",",,,0","2.89",",,,0","","","","","280",",X","270",",X","","","","","","","13.9",",X","17.9",",X","","","",""
"USW00093721","2008-12","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","-2.66",",,,W","1020.5",",,,W","1014.3",",,,W","1.38",",,,W","3.2",",W","649.4","0","0.0",",0","14",",0","5",",0","1",",0","1",",0","0",",0","0",",0","20",",0","3",",0","0",",0","0",",0","15","","","","2","","-10.0",",0,23,","25",",,0,07,","15",",,0,06,","36.6",",,0,11,","20.6",",0,28,","968.7","0","457.0",",0","81.1",",,,0","","","66",",,,W","49",",,,W","85",",,,W","15",",,,0","3.59",",0","8.42",",,,0","-1.23",",,,0","","","","","280",",X","290",",X","","","","","","","17.0",",X","22.8",",X","","","",""
